VENTLUNG,MINVOLSET,DISCONNECT,VENTMACH,PRESS,FIO2,PVSAT,EXPCO2,HREKG,ERRCAUTER,HRBP,ERRLOWOUTPUT,MINVOL,KINKEDTUBE,STROKEVOLUME,LVFAILURE,LVEDVOLUME,HYPOVOLEMIA,HRSAT,HISTORY,ANAPHYLAXIS,PAP,INTUBATION,VENTTUBE,VENTALV,CATECHOL,ARTCO2,HR,CO,BP,TPR,PCWP,INSUFFANESTH,SHUNT,PULMEMBOLUS,CVP,SAO2
ZERO,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,HIGH,TRUE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,FALSE,NORMAL,FALSE,HIGH,LOW
LOW,LOW,FALSE,LOW,HIGH,NORMAL,LOW,ZERO,HIGH,FALSE,HIGH,FALSE,HIGH,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,ZERO,NORMAL,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
LOW,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,LOW,LOW,FALSE,NORMAL,FALSE,HIGH,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,FALSE,FALSE,HIGH,NORMAL,LOW,NORMAL,NORMAL,LOW,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,TRUE,NORMAL,ZERO,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,LOW,FALSE,LOW,TRUE,LOW,FALSE,HIGH,TRUE,FALSE,NORMAL,ESOPHAGEAL,ZERO,LOW,HIGH,HIGH,HIGH,LOW,LOW,NORMAL,LOW,FALSE,NORMAL,FALSE,LOW,LOW
LOW,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,LOW,ZERO,NORMAL,FALSE,LOW,FALSE,HIGH,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,FALSE,FALSE,NORMAL,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,TRUE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,FALSE,NORMAL,FALSE,HIGH,LOW
ZERO,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,LOW,FALSE,HIGH,TRUE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,HIGH,FALSE,NORMAL,FALSE,HIGH,LOW
ZERO,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,LOW,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
LOW,LOW,FALSE,LOW,HIGH,NORMAL,NORMAL,ZERO,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,ZERO,NORMAL,HIGH,NORMAL,HIGH,HIGH,LOW,LOW,NORMAL,FALSE,NORMAL,FALSE,NORMAL,NORMAL
LOW,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,NORMAL,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,LOW,FALSE,HIGH,TRUE,HIGH,FALSE,FALSE,NORMAL,ESOPHAGEAL,LOW,ZERO,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH,FALSE,NORMAL,FALSE,HIGH,LOW
ZERO,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,LOW,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,ESOPHAGEAL,LOW,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,ZERO,HIGH,LOW,LOW,LOW,NORMAL,TRUE,LOW,FALSE,ZERO,FALSE,LOW,TRUE,LOW,FALSE,HIGH,TRUE,FALSE,NORMAL,NORMAL,ZERO,ZERO,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW,FALSE,NORMAL,FALSE,LOW,LOW
LOW,HIGH,FALSE,ZERO,HIGH,NORMAL,LOW,ZERO,HIGH,FALSE,HIGH,FALSE,HIGH,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,ZERO,NORMAL,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
LOW,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,NORMAL,HIGH,FALSE,HIGH,FALSE,LOW,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,ONESIDED,LOW,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,NORMAL,TRUE,HIGH,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,HIGH,TRUE,HIGH,FALSE,TRUE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,FALSE,NORMAL,FALSE,NORMAL,LOW
LOW,NORMAL,FALSE,ZERO,HIGH,NORMAL,LOW,ZERO,HIGH,FALSE,HIGH,FALSE,HIGH,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,ZERO,NORMAL,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,LOW,LOW,NORMAL,TRUE,NORMAL,FALSE,NORMAL,LOW
LOW,NORMAL,TRUE,NORMAL,HIGH,NORMAL,LOW,ZERO,LOW,FALSE,LOW,FALSE,HIGH,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,HIGH,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,LOW,NORMAL,LOW,HIGH,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,LOW,FALSE,NORMAL,TRUE,HIGH,FALSE,FALSE,NORMAL,NORMAL,ZERO,ZERO,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,LOW,FALSE,LOW,HIGH,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,LOW,FALSE,HIGH,TRUE,HIGH,FALSE,FALSE,NORMAL,NORMAL,ZERO,ZERO,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH,FALSE,NORMAL,FALSE,HIGH,LOW
ZERO,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
LOW,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,NORMAL,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,LOW,ESOPHAGEAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,NORMAL,LOW,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,TRUE,HIGH,FALSE,HIGH,LOW
ZERO,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
NORMAL,NORMAL,FALSE,LOW,HIGH,NORMAL,LOW,NORMAL,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,ZERO,NORMAL,HIGH,NORMAL,HIGH,HIGH,LOW,LOW,NORMAL,TRUE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,LOW,LOW,NORMAL,TRUE,HIGH,FALSE,ZERO,FALSE,LOW,TRUE,LOW,FALSE,NORMAL,TRUE,FALSE,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,LOW,LOW,LOW,LOW,FALSE,NORMAL,FALSE,LOW,NORMAL
ZERO,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,LOW,LOW,HIGH,FALSE,NORMAL,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,LOW,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,FALSE,NORMAL,FALSE,LOW,LOW
ZERO,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,TRUE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,FALSE,HIGH,FALSE,NORMAL,LOW
LOW,NORMAL,FALSE,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,FALSE,HIGH,FALSE,HIGH,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,LOW,LOW,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
LOW,LOW,FALSE,LOW,HIGH,NORMAL,LOW,ZERO,HIGH,FALSE,NORMAL,TRUE,HIGH,FALSE,LOW,FALSE,HIGH,TRUE,HIGH,FALSE,FALSE,NORMAL,NORMAL,ZERO,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,NORMAL,FALSE,NORMAL,FALSE,HIGH,LOW
ZERO,NORMAL,TRUE,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,TRUE,HIGH,FALSE,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,ONESIDED,ZERO,NORMAL,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,FALSE,HIGH,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,HIGH,LOW,LOW,FALSE,LOW,FALSE,ZERO,FALSE,LOW,FALSE,HIGH,TRUE,LOW,FALSE,FALSE,NORMAL,NORMAL,LOW,HIGH,NORMAL,NORMAL,NORMAL,LOW,NORMAL,HIGH,HIGH,FALSE,NORMAL,FALSE,NORMAL,HIGH
LOW,NORMAL,TRUE,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,FALSE,HIGH,FALSE,HIGH,FALSE,LOW,FALSE,HIGH,TRUE,HIGH,FALSE,FALSE,NORMAL,NORMAL,ZERO,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,FALSE,NORMAL,FALSE,HIGH,LOW
ZERO,NORMAL,FALSE,NORMAL,LOW,NORMAL,LOW,LOW,LOW,FALSE,LOW,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,FALSE,FALSE,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL,LOW,LOW,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
LOW,NORMAL,TRUE,NORMAL,HIGH,LOW,LOW,ZERO,LOW,FALSE,LOW,FALSE,HIGH,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,FALSE,FALSE,NORMAL,NORMAL,ZERO,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,HIGH,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,NORMAL,LOW,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,LOW,FALSE,HIGH,FALSE,FALSE,LOW,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,FALSE,NORMAL,FALSE,NORMAL,LOW
LOW,NORMAL,FALSE,NORMAL,LOW,NORMAL,LOW,ZERO,LOW,FALSE,LOW,FALSE,HIGH,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,FALSE,FALSE,NORMAL,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,HIGH,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
LOW,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,LOW,ZERO,LOW,FALSE,LOW,FALSE,NORMAL,FALSE,LOW,TRUE,LOW,FALSE,LOW,TRUE,FALSE,NORMAL,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,NORMAL,HIGH,LOW,FALSE,NORMAL,FALSE,LOW,LOW
ZERO,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,NORMAL,TRUE,NORMAL,FALSE,NORMAL,LOW
HIGH,HIGH,TRUE,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,FALSE,HIGH,FALSE,LOW,FALSE,NORMAL,FALSE,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,NORMAL,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,FALSE,NORMAL,FALSE,HIGH,LOW
ZERO,NORMAL,FALSE,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,TRUE,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,ZERO,ZERO,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
LOW,HIGH,FALSE,HIGH,NORMAL,NORMAL,LOW,ZERO,HIGH,FALSE,HIGH,FALSE,HIGH,FALSE,LOW,TRUE,LOW,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,LOW,FALSE,NORMAL,FALSE,LOW,HIGH
ZERO,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,HIGH,TRUE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,FALSE,NORMAL,FALSE,HIGH,LOW
LOW,HIGH,FALSE,HIGH,LOW,NORMAL,LOW,ZERO,NORMAL,TRUE,HIGH,FALSE,HIGH,FALSE,NORMAL,FALSE,HIGH,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,LOW,LOW,HIGH,TRUE,NORMAL,FALSE,HIGH,LOW
ZERO,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,NORMAL,LOW,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,TRUE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,LOW,LOW,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,LOW,LOW,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,NORMAL,TRUE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,LOW,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,LOW,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,LOW,LOW,NORMAL,TRUE,HIGH,FALSE,ZERO,FALSE,LOW,FALSE,HIGH,TRUE,NORMAL,FALSE,FALSE,HIGH,NORMAL,LOW,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,FALSE,NORMAL,FALSE,NORMAL,LOW
LOW,HIGH,FALSE,HIGH,LOW,NORMAL,LOW,ZERO,LOW,FALSE,LOW,FALSE,HIGH,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,FALSE,FALSE,HIGH,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,HIGH,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,LOW,LOW,FALSE,LOW,FALSE,LOW,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,FALSE,FALSE,NORMAL,ESOPHAGEAL,LOW,LOW,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,LOW,FALSE,LOW,FALSE,HIGH,FALSE,FALSE,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,LOW,NORMAL,HIGH,LOW,FALSE,NORMAL,FALSE,LOW,LOW
ZERO,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,LOW,LOW,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,LOW,FALSE,HIGH,TRUE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH,FALSE,HIGH,FALSE,HIGH,LOW
LOW,NORMAL,FALSE,LOW,HIGH,NORMAL,LOW,ZERO,LOW,FALSE,LOW,FALSE,HIGH,FALSE,LOW,TRUE,LOW,FALSE,LOW,TRUE,FALSE,NORMAL,NORMAL,ZERO,NORMAL,NORMAL,NORMAL,NORMAL,LOW,NORMAL,HIGH,LOW,FALSE,NORMAL,FALSE,LOW,LOW
ZERO,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,HIGH,TRUE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,HIGH,TRUE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,LOW,LOW,NORMAL,FALSE,NORMAL,FALSE,HIGH,LOW
ZERO,NORMAL,FALSE,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,LOW,LOW,NORMAL,FALSE,NORMAL,FALSE,NORMAL,HIGH
ZERO,NORMAL,TRUE,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,FALSE,NORMAL,TRUE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,HIGH,NORMAL,ZERO,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,LOW,TRUE,LOW,TRUE,HIGH,TRUE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,LOW,LOW,NORMAL,LOW,FALSE,NORMAL,FALSE,LOW,LOW
ZERO,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
